Field1,day,is_member,start_stat,index,Code,name,latitude,longitude,trip_per_d,cluster,FID1,FID_1,Field1_1,day_1,is_membe_1,start_st_1,index_1,Code_1,name_1,latitude_x,longitude_,year_x,trip_c,emplacemen,pk,FID_,latitude_y,longitude1,year_y,X_x,Y_x,cluster_1,X_y,Y_y,X_mean,Y_mean,FID_2,DAUID,CDNAME,DAU,OID_,DAU_1,pop_2016,popden,age_0_14,age_15_30,age_30_45,age_p_45,lang_e,lang_f,lang_ef,inc_em,inc_aft,inc_low_,edu_unideg,to_work_ca,to_work_pt,to_work_wa,to_work_bi
102,193,6972,7836,6105,6105,Plessis / Ren?Ñ-L?Ñvesque,45.51937252000,-73.55195805000,40.60103627000,530,0,105,212,189,0.00000000000,0.00000000000,280,0.00000000000,Plessis / Ren?Ñ-L?Ñvesque,45.51937300000,-73.55195800000,2022,6903,6903.00000000000,280.00000000000,764,45.51937300000,-73.55195800000,2022,300741,5042160,530,300741.00000000000,5042160.00000000000,300741.00000000000,5042160.00000000000,1569,24661866,Montr?Ñal,24661866,1722,24661866,511,10557.90000000000,0.01956947200,0.25440313100,0.40117416800,0.32485322900,0.05882352900,0.15686274500,0.79411764700,51755,43733,0.22800000000,0.37333333300,0.19354838700,0.51612903200,0.24193548400,0.00000000000
103,199,4003,5342,6106,6106,Papineau / Ren?Ñ-L?Ñvesque,45.52114000000,-73.54926000000,26.84422111000,42,0,106,214,106,0.00000000000,0.00000000000,284,0.00000000000,Papineau / Ren?Ñ-L?Ñvesque,45.52114000000,-73.54926000000,2022,4228,4228.00000000000,284.00000000000,766,45.52114000000,-73.54926000000,2022,300952,5042360,42,300925.00000000000,5042350.00000000000,300925.00000000000,5042350.00000000000,1103,24663336,Montr?Ñal,24663336,3095,24663336,570,1743.70000000000,0.05263157900,0.22807017500,0.42105263200,0.29824561400,0.07407407400,0.18518518500,0.74074074100,60288,50560,0.19400000000,0.42767295600,0.16129032300,0.53225806500,0.24193548400,0.06451612900
104,198,12299,15475,6107,6107,St-Mathieu / Ste-Catherine,45.49367956000,-73.57914627000,78.15656566000,92,0,109,218,153,0.00000000000,0.00000000000,365,0.00000000000,St-Mathieu / Ste-Catherine,45.49368000000,-73.57914600000,2022,19964,19964.00000000000,365.00000000000,837,45.49368000000,-73.57914600000,2022,298614,5039310,92,298614.00000000000,5039316.66667000000,298614.00000000000,5039316.66667000000,800,24661086,Montr?Ñal,24661086,1002,24661086,130,1993.90000000000,0.00000000000,0.65384615400,0.26923076900,0.07692307700,0.26923076900,0.07692307700,0.61538461500,27904,26688,0.21000000000,0.44444444400,0.28571428600,0.42857142900,0.21428571400,0.00000000000
105,199,6596,7632,6108,6108,Logan / Fullum,45.52836602000,-73.55117083000,38.35175879000,544,0,111,221,202,0.00000000000,0.00000000000,294,0.00000000000,Logan / Fullum,45.52836600000,-73.55117100000,2022,9567,9567.00000000000,294.00000000000,774,45.52836600000,-73.55117100000,2022,300803,5043160,544,300803.00000000000,5043160.00000000000,300803.00000000000,5043160.00000000000,1806,24661886,Montr?Ñal,24661886,1739,24661886,620,5636.40000000000,0.07258064500,0.22580645200,0.31451612900,0.38709677400,0.04032258100,0.37903225800,0.55645161300,34901,33088,0.33900000000,0.32947976900,0.43103448300,0.36206896600,0.15517241400,0.10344827600
106,184,1088,4137,6109,6109,Quai de la navette fluviale,45.51374144000,-73.53838205000,22.48369565000,539,0,112,223,197,0.00000000000,0.00000000000,526,0.00000000000,Quai de la navette fluviale,45.51374100000,-73.53838200000,2022,5148,5148.00000000000,526.00000000000,968,45.51374100000,-73.53838200000,2022,301801,5041540,539,301801.00000000000,5041540.00000000000,301801.00000000000,5041540.00000000000,1102,24663335,Montr?Ñal,24663335,3094,24663335,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
107,199,4925,5824,6110,6110,Poupart / Ste-Catherine,45.52900207000,-73.54619935000,29.26633166000,564,0,113,225,202,0.00000000000,0.00000000000,295,0.00000000000,Poupart / Ste-Catherine,45.52900200000,-73.54619900000,2022,9260,9260.00000000000,295.00000000000,775,45.52900200000,-73.54619900000,2022,301191,5043230,564,301191.00000000000,5043230.00000000000,301191.00000000000,5043230.00000000000,1916,24661916,Montr?Ñal,24661916,1766,24661916,635,2651.40000000000,0.08661417300,0.30708661400,0.33858267700,0.26771653500,0.05555555600,0.30952381000,0.61904761900,35456,32896,0.34600000000,0.20833333300,0.36206896600,0.46551724100,0.08620689700,0.10344827600
108,198,6763,7731,6111,6111,Parthenais / Ste-Catherine,45.52600589000,-73.54886413000,39.04545455000,106,0,114,227,42,0.00000000000,0.00000000000,291,0.00000000000,Parthenais / Ste-Catherine,45.52600600000,-73.54886400000,2022,1412,1412.00000000000,291.00000000000,771,45.52600600000,-73.54886400000,2022,300983,5042900,106,300979.50000000000,5042915.00000000000,300979.50000000000,5042915.00000000000,1794,24661871,Montr?Ñal,24661871,1727,24661871,1333,6399.40000000000,0.07501875500,0.22505626400,0.40510127500,0.29482370600,0.03745318400,0.29588015000,0.65543071200,50176,42816,0.26400000000,0.34722222200,0.34193548400,0.49677419400,0.07741935500,0.07096774200
109,199,13768,16519,6112,6112,Montcalm / de Maisonneuve,45.51913918000,-73.55786562000,83.01005025000,163,0,117,231,50,0.00000000000,0.00000000000,279,0.00000000000,Montcalm / de Maisonneuve,45.51913900000,-73.55786600000,2022,4387,4387.00000000000,279.00000000000,763,45.51913900000,-73.55786600000,2022,300279,5042140,163,300278.33333300000,5042140.00000000000,300278.33333300000,5042140.00000000000,1565,24661862,Montr?Ñal,24661862,1718,24661862,430,17269.10000000000,0.06976744200,0.30232558100,0.32558139500,0.30232558100,0.04651162800,0.26744186000,0.69767441900,45056,40832,0.28800000000,0.29896907200,0.19148936200,0.38297872300,0.25531914900,0.19148936200
110,186,6332,8003,6113,6113,Alexandre-DeS?Ðve / Ste-Catherine,45.52123045000,-73.55386108000,43.02688172000,347,0,119,234,202,0.00000000000,0.00000000000,285,0.00000000000,Alexandre-DeS?Ðve / Ste-Catherine,45.52123000000,-73.55386100000,2022,12283,12283.00000000000,285.00000000000,767,45.52123000000,-73.55386100000,2022,300592,5042370,347,300592.00000000000,5042370.00000000000,300592.00000000000,5042370.00000000000,1568,24661865,Montr?Ñal,24661865,1721,24661865,488,7883.70000000000,0.05122950800,0.27663934400,0.33811475400,0.33401639300,0.04123711300,0.23711340200,0.72164948500,42112,37419,0.34000000000,0.22807017500,0.23529411800,0.41176470600,0.27450980400,0.03921568600
111,199,20930,25658,6114,6114,M?Ñtro Papineau (Cartier / Ste-Catherine),45.52353000000,-73.55199000000,128.93467340000,456,0,120,236,202,0.00000000000,0.00000000000,289,0.00000000000,M?Ñtro Papineau (Cartier / Ste-Catherine),45.52353000000,-73.55199000000,2022,36172,36172.00000000000,289.00000000000,770,45.52353000000,-73.55199000000,2022,300739,5042620,456,300739.00000000000,5042620.00000000000,300739.00000000000,5042620.00000000000,1740,24661869,Montr?Ñal,24661869,1725,24661869,449,6918.30000000000,0.03340757200,0.23385300700,0.33407572400,0.39866369700,0.06666666700,0.30000000000,0.63333333300,38400,34432,0.29200000000,0.24347826100,0.22222222200,0.48888888900,0.22222222200,0.04444444400
112,198,2606,3144,6115,6115,Benny / de Monkland,45.46685124000,-73.63162771000,15.87878788000,172,0,121,238,201,0.00000000000,0.00000000000,913,0.00000000000,Parc Benny (Benny / de Monkland),45.46693570000,-73.63153110000,2022,5240,5240.00000000000,913.00000000000,1178,45.46693570000,-73.63153110000,2022,294515,5036340,172,294511.00000000000,5036335.00000000000,294511.00000000000,5036335.00000000000,276,24660753,Montr?Ñal,24660753,697,24660753,517,4845.40000000000,0.11605415900,0.05802707900,0.15473887800,0.67117988400,0.29807692300,0.12500000000,0.54807692300,21952,21856,0.43300000000,0.28148148100,0.64705882400,0.23529411800,0.00000000000,0.00000000000
113,199,8988,10338,6116,6116,Plessis / Ontario,45.52349211000,-73.56073022000,51.94974874000,745,0,122,240,202,0.00000000000,0.00000000000,288,0.00000000000,Plessis / Ontario,45.52349200000,-73.56073000000,2022,13510,13510.00000000000,288.00000000000,769,45.52349200000,-73.56073000000,2022,300056,5042620,745,300056.00000000000,5042620.00000000000,300056.00000000000,5042620.00000000000,1870,24661853,Montr?Ñal,24661853,1709,24661853,863,11568.40000000000,0.08690614100,0.20857473900,0.38238702200,0.32213209700,0.04046242800,0.27167630100,0.68208092500,46336,40320,0.27200000000,0.33333333300,0.26666666700,0.28333333300,0.29166666700,0.14166666700
114,122,5653,6759,6117,6117,de Maisonneuve / Aylmer (est),45.50526304000,-73.57048005000,55.40163934000,91,0,77,153,202,0.00000000000,0.00000000000,702,0.00000000000,de Maisonneuve / Aylmer (est),45.50538600000,-73.57043200000,2022,7486,7486.00000000000,702.00000000000,1105,45.50538600000,-73.57043200000,2022,299296,5040610,91,299285.25000000000,5040587.50000000000,299285.25000000000,5040587.50000000000,363,24661283,Montr?Ñal,24661283,1173,24661283,2492,3006.00000000000,0.04614767300,0.41332263200,0.32303370800,0.21749598700,0.29317269100,0.04618473900,0.64658634500,52736,45664,0.35500000000,0.45157657700,0.31174089100,0.15384615400,0.51417004000,0.00809716600
115,199,11144,12859,6118,6118,de Champlain / Ontario,45.52510955000,-73.56020585000,64.61809045000,33,0,123,242,194,0.00000000000,0.00000000000,1169,0.00000000000,Alexandre-DeS?Ðve  / Ontario,45.52435880000,-73.56053440000,2022,16080,16080.00000000000,1169.00000000000,1345,45.52435880000,-73.56053440000,2022,300071,5042720,33,300084.00000000000,5042760.00000000000,300084.00000000000,5042760.00000000000,1803,24661883,Montr?Ñal,24661883,1736,24661883,633,5861.10000000000,0.05529225900,0.29225908400,0.32385466000,0.32859399700,0.04724409400,0.26771653500,0.68503937000,28864,26837,0.38400000000,0.35869565200,0.27692307700,0.36923076900,0.20000000000,0.12307692300
116,199,12314,14699,6119,6119,Ontario / de Lorimier,45.52773090000,-73.55753839000,73.86432161000,4,0,124,244,202,0.00000000000,0.00000000000,293,0.00000000000,Dorion / Ontario,45.52699100000,-73.55821200000,2022,23948,23948.00000000000,293.00000000000,773,45.52699100000,-73.55821200000,2022,300253,5043010,4,300279.50000000000,5043050.00000000000,300279.50000000000,5043050.00000000000,1805,24661885,Montr?Ñal,24661885,1738,24661885,742,6272.20000000000,0.09433962300,0.28975741200,0.40431266800,0.21159029600,0.04054054100,0.27702702700,0.66891891900,46490,41728,0.23000000000,0.35096153800,0.29545454500,0.40909090900,0.18181818200,0.09090909100
117,199,9845,11303,6120,6120,M?Ñtro Frontenac (Ontario / du Havre),45.53370599000,-73.55217934000,56.79899497000,666,0,125,246,202,0.00000000000,0.00000000000,302,0.00000000000,M?Ñtro Frontenac (Ontario / du Havre),45.53370600000,-73.55217900000,2022,15322,15322.00000000000,302.00000000000,780,45.53370600000,-73.55217900000,2022,300725,5043760,666,300725.00000000000,5043760.00000000000,300725.00000000000,5043760.00000000000,2082,24661786,Montr?Ñal,24661786,1642,24661786,559,8508.40000000000,0.08944543800,0.27728085900,0.36672629700,0.26654740600,0.07142857100,0.29464285700,0.58035714300,42155,39296,0.34800000000,0.29787234000,0.25862069000,0.56896551700,0.12068965500,0.06896551700
118,198,3830,4466,6121,6121,du Havre / de Rouen,45.53456257000,-73.55478646000,22.55555556000,566,0,126,248,202,0.00000000000,0.00000000000,304,0.00000000000,du Havre / de Rouen,45.53456300000,-73.55478700000,2022,9500,9500.00000000000,304.00000000000,782,45.53456300000,-73.55478700000,2022,300521,5043850,566,300521.00000000000,5043850.00000000000,300521.00000000000,5043850.00000000000,2082,24661786,Montr?Ñal,24661786,1642,24661786,559,8508.40000000000,0.08944543800,0.27728085900,0.36672629700,0.26654740600,0.07142857100,0.29464285700,0.58035714300,42155,39296,0.34800000000,0.29787234000,0.25862069000,0.56896551700,0.12068965500,0.06896551700
119,198,2977,3451,6122,6122,Logan / d'Iberville,45.53057000000,-73.54913000000,17.42929293000,507,0,127,250,202,0.00000000000,0.00000000000,298,0.00000000000,Logan / d'Iberville,45.53057000000,-73.54913000000,2022,7263,7263.00000000000,298.00000000000,778,45.53057000000,-73.54913000000,2022,300963,5043410,507,300963.00000000000,5043410.00000000000,300963.00000000000,5043410.00000000000,1797,24661874,Montr?Ñal,24661874,1730,24661874,694,11193.50000000000,0.14409221900,0.33141210400,0.30979827100,0.21469740600,0.05755395700,0.35251798600,0.58273381300,42880,38528,0.35300000000,0.25000000000,0.38709677400,0.43548387100,0.08064516100,0.04838709700
120,198,4165,4879,6123,6123,Alexandre-DeS?Ðve / la Fontaine,45.52327641000,-73.55821833000,24.64141414000,359,0,128,252,202,0.00000000000,0.00000000000,925,0.00000000000,la Fontaine / Alexandre-de-S?Ðve,45.52330370000,-73.55799970000,2022,8152,8152.00000000000,925.00000000000,1188,45.52330370000,-73.55799970000,2022,300269,5042600,359,300260.50000000000,5042600.00000000000,300260.50000000000,5042600.00000000000,1804,24661884,Montr?Ñal,24661884,1737,24661884,543,12598.60000000000,0.17495395900,0.23941068100,0.36832412500,0.21731123400,0.04629629600,0.36111111100,0.58333333300,45184,40960,0.34300000000,0.30534351100,0.20338983100,0.42372881400,0.20338983100,0.16949152500
121,199,5779,6993,6124,6124,Poupart / Ontario,45.53193889000,-73.55343863000,35.14070352000,218,0,129,254,202,0.00000000000,0.00000000000,299,0.00000000000,Poupart / Ontario,45.53193900000,-73.55343900000,2022,7865,7865.00000000000,299.00000000000,779,45.53193900000,-73.55343900000,2022,300626,5043560,218,300626.00000000000,5043560.00000000000,300626.00000000000,5043560.00000000000,104,24663331,Montr?Ñal,24663331,3090,24663331,614,11992.20000000000,0.09771987000,0.24429967400,0.28501628700,0.37296416900,0.04878048800,0.39024390200,0.50406504100,25920,24640,0.49600000000,0.21481481500,0.25000000000,0.56818181800,0.06818181800,0.04545454500
122,197,3299,4034,6125,6125,Ellendale / de la C??te-des-Neiges,45.49975700000,-73.62929800000,20.47715736000,82,0,130,256,202,0.00000000000,0.00000000000,1153,0.00000000000,de la Peltrie / de la C??te-des-Neiges,45.49979740000,-73.63017530000,2022,7277,7277.00000000000,1153.00000000000,1329,45.49979740000,-73.63017530000,2022,294627,5039990,82,294661.00000000000,5039990.00000000000,294661.00000000000,5039990.00000000000,833,24661334,Montr?Ñal,24661334,1211,24661334,107,1442.00000000000,0.18691588800,0.18691588800,0.28037383200,0.34579439300,0.30000000000,0.30000000000,0.50000000000,56448,49536,0.21000000000,0.33333333300,0.00000000000,0.66666666700,0.33333333300,0.00000000000
123,199,6629,7444,6126,6126,Fullum / de Rouen,45.53213681000,-73.55871320000,37.40703518000,498,0,131,258,202,0.00000000000,0.00000000000,921,0.00000000000,Fullum / de Rouen,45.53213220000,-73.55876010000,2022,11676,11676.00000000000,921.00000000000,1185,45.53213220000,-73.55876010000,2022,300210,5043580,498,300212.00000000000,5043580.00000000000,300212.00000000000,5043580.00000000000,1855,24661793,Montr?Ñal,24661793,1649,24661793,399,13902.40000000000,0.08771929800,0.28822055100,0.33834586500,0.28571428600,0.01250000000,0.27500000000,0.70000000000,48512,42240,0.17700000000,0.34615384600,0.23809523800,0.33333333300,0.21428571400,0.21428571400
125,198,3209,3714,6128,6128,Hogan / Ontario,45.53529548000,-73.55116010000,18.75757576000,671,0,132,261,200,0.00000000000,0.00000000000,305,0.00000000000,Hogan / Ontario,45.53529500000,-73.55116000000,2022,5315,5315.00000000000,305.00000000000,783,45.53529500000,-73.55116000000,2022,300804,5043930,671,300804.00000000000,5043930.00000000000,300804.00000000000,5043930.00000000000,2082,24661786,Montr?Ñal,24661786,1642,24661786,559,8508.40000000000,0.08944543800,0.27728085900,0.36672629700,0.26654740600,0.07142857100,0.29464285700,0.58035714300,42155,39296,0.34800000000,0.29787234000,0.25862069000,0.56896551700,0.12068965500,0.06896551700
126,199,9759,11245,6129,6129,de Bordeaux / Sherbrooke,45.52997069000,-73.56305301000,56.50753769000,17,0,133,263,115,0.00000000000,0.00000000000,297,0.00000000000,de Bordeaux / Sherbrooke,45.52997100000,-73.56305300000,2022,9321,9321.00000000000,297.00000000000,777,45.52997100000,-73.56305300000,2022,299875,5043340,17,299868.00000000000,5043316.66667000000,299868.00000000000,5043316.66667000000,1801,24661881,Montr?Ñal,24661881,1734,24661881,680,19101.10000000000,0.12500000000,0.33088235300,0.36764705900,0.17647058800,0.03676470600,0.25000000000,0.70588235300,54059,48512,0.20600000000,0.35233160600,0.31250000000,0.42500000000,0.12500000000,0.10000000000
127,194,4329,4972,6130,6130,Sherbrooke / Frontenac,45.53670000000,-73.56081000000,25.62886598000,641,0,135,266,202,0.00000000000,0.00000000000,306,0.00000000000,Sherbrooke / Frontenac,45.53670000000,-73.56081000000,2022,7271,7271.00000000000,306.00000000000,784,45.53670000000,-73.56081000000,2022,300051,5044090,641,300051.00000000000,5044090.00000000000,300051.00000000000,5044090.00000000000,2086,24661790,Montr?Ñal,24661790,1646,24661790,570,16011.20000000000,0.08771929800,0.36842105300,0.37719298200,0.16666666700,0.05263157900,0.30701754400,0.62280701800,30784,28608,0.38900000000,0.25185185200,0.24590163900,0.68852459000,0.03278688500,0.00000000000
128,199,12501,14649,6131,6131,Fullum / Sherbrooke,45.53392400000,-73.56242500000,73.61306533000,96,0,136,268,202,0.00000000000,0.00000000000,1033,0.00000000000,Parc Baldwin (Fullum / Sherbrooke),45.53407050000,-73.56265070000,2022,21431,21431.00000000000,1033.00000000000,1257,45.53407050000,-73.56265070000,2022,299907,5043800,96,299915.50000000000,5043790.00000000000,299915.50000000000,5043790.00000000000,2541,24661801,Montr?Ñal,24661801,1657,24661801,411,7223.20000000000,0.04866180000,0.25547445300,0.21897810200,0.47688564500,0.01851851900,0.18518518500,0.79629629600,56896,48256,0.27800000000,0.42253521100,0.42424242400,0.42424242400,0.09090909100,0.06060606100
129,198,8566,9756,6132,6132,Larivi?Ðre / de Lorimier,45.52913454000,-73.55923355000,49.27272727000,311,0,137,270,202,0.00000000000,0.00000000000,296,0.00000000000,Larivi?Ðre / de Lorimier,45.52913400000,-73.55923400000,2022,13669,13669.00000000000,296.00000000000,776,45.52913400000,-73.55923400000,2022,300173,5043250,311,300173.00000000000,5043250.00000000000,300173.00000000000,5043250.00000000000,1799,24661879,Montr?Ñal,24661879,1732,24661879,871,7276.50000000000,0.12629161900,0.20665901300,0.39609644100,0.27095292800,0.03448275900,0.36781609200,0.59195402300,46592,40832,0.24100000000,0.36000000000,0.36144578300,0.36144578300,0.09638554200,0.15662650600
131,199,6787,7722,6134,6134,Bercy / Rachel,45.53840341000,-73.56196404000,38.80402010000,372,0,138,273,201,0.00000000000,0.00000000000,152,0.00000000000,Bercy / Rachel,45.53840300000,-73.56196400000,2022,10908,10908.00000000000,152.00000000000,653,45.53840300000,-73.56196400000,2022,299961,5044280,372,299961.00000000000,5044280.00000000000,299961.00000000000,5044280.00000000000,2832,24662026,Montr?Ñal,24662026,1863,24662026,785,2804.60000000000,0.12101910800,0.30573248400,0.32484076400,0.24840764300,0.04545454500,0.27922077900,0.66233766200,36416,33664,0.32400000000,0.25903614500,0.30000000000,0.46250000000,0.07500000000,0.12500000000
132,197,42704,46684,6136,6136,M?Ñtro Laurier (Rivard / Laurier),45.52761627000,-73.58911470000,236.97461930000,81,0,139,275,66,0.00000000000,0.00000000000,207,0.00000000000,M?Ñtro Laurier (Rivard / Laurier),45.52761600000,-73.58911500000,2022,11009,11009.00000000000,207.00000000000,703,45.52761600000,-73.58911500000,2022,297839,5043080,81,297830.75000000000,5043087.50000000000,297830.75000000000,5043087.50000000000,1669,24661437,Montr?Ñal,24661437,1311,24661437,855,16964.30000000000,0.07017543900,0.39766081900,0.37426900600,0.15789473700,0.05263157900,0.18128655000,0.76608187100,39616,34752,0.31000000000,0.41134751800,0.16037735800,0.57547169800,0.12264150900,0.15094339600
133,198,14388,16465,6137,6137,Cartier / Gauthier,45.53034709000,-73.56698781000,83.15656566000,93,0,142,279,202,0.00000000000,0.00000000000,145,0.00000000000,Gauthier / Papineau,45.52966600000,-73.56733600000,2022,24314,24314.00000000000,145.00000000000,648,45.52966600000,-73.56733600000,2022,299540,5043310,93,299554.00000000000,5043345.00000000000,299554.00000000000,5043345.00000000000,1646,24661893,Montr?Ñal,24661893,1745,24661893,305,17329.50000000000,0.11475409800,0.36065573800,0.36065573800,0.16393442600,0.03278688500,0.24590163900,0.70491803300,55680,48704,0.21700000000,0.37209302300,0.29411764700,0.29411764700,0.23529411800,0.14705882400
134,199,11482,13037,6138,6138,Gauthier / de Lorimier,45.53167355000,-73.56541336000,65.51256281000,625,0,143,281,198,0.00000000000,0.00000000000,146,0.00000000000,Gauthier / de Lorimier,45.53167400000,-73.56541300000,2022,14018,14018.00000000000,146.00000000000,649,45.53167400000,-73.56541300000,2022,299691,5043530,625,299691.00000000000,5043530.00000000000,299691.00000000000,5043530.00000000000,1859,24661797,Montr?Ñal,24661797,1653,24661797,385,11063.20000000000,0.10389610400,0.31168831200,0.24675324700,0.33766233800,0.01298701300,0.28571428600,0.70129870100,52864,48000,0.20000000000,0.32584269700,0.15789473700,0.34210526300,0.21052631600,0.23684210500
135,199,7092,8085,6139,6139,Gauthier / Parthenais,45.53292626000,-73.56377989000,40.62814070000,358,0,144,283,202,0.00000000000,0.00000000000,147,0.00000000000,Gauthier / Parthenais,45.53292600000,-73.56378000000,2022,10168,10168.00000000000,147.00000000000,650,45.53292600000,-73.56378000000,2022,299818,5043670,358,299818.00000000000,5043670.00000000000,299818.00000000000,5043670.00000000000,2538,24661798,Montr?Ñal,24661798,1654,24661798,592,15497.40000000000,0.11824324300,0.27027027000,0.42229729700,0.18918918900,0.02542372900,0.23728813600,0.72881355900,61056,51520,0.18500000000,0.39361702100,0.34285714300,0.41428571400,0.12857142900,0.11428571400
136,199,14428,16606,6140,6140,Marquette / Rachel,45.52980158000,-73.57028961000,83.44723618000,472,0,145,285,202,0.00000000000,0.00000000000,171,0.00000000000,Marquette / Rachel,45.52980200000,-73.57029000000,2022,21042,21042.00000000000,171.00000000000,671,45.52980200000,-73.57029000000,2022,299310,5043320,472,299310.00000000000,5043320.00000000000,299310.00000000000,5043320.00000000000,1649,24661896,Montr?Ñal,24661896,1748,24661896,476,20169.50000000000,0.13655462200,0.22058823500,0.37815126100,0.26470588200,0.08421052600,0.22105263200,0.69473684200,46464,40512,0.24200000000,0.41304347800,0.28260869600,0.36956521700,0.19565217400,0.13043478300
137,179,7652,8891,6141,6141,des ?ërables / Rachel,45.53354754000,-73.56686711000,49.67039106000,269,0,146,287,202,0.00000000000,0.00000000000,149,0.00000000000,des ?ërables / Rachel,45.53354700000,-73.56686700000,2022,16099,16099.00000000000,149.00000000000,652,45.53354700000,-73.56686700000,2022,299577,5043740,269,299577.00000000000,5043740.00000000000,299577.00000000000,5043740.00000000000,2545,24661805,Montr?Ñal,24661805,1661,24661805,629,17472.20000000000,0.15898251200,0.24642289300,0.35771065200,0.23688394300,0.01587301600,0.25396825400,0.72222222200,61888,55424,0.15900000000,0.42696629200,0.32432432400,0.29729729700,0.17567567600,0.20270270300
138,194,14493,18824,6142,6142,Calixa-Lavall?Ñe / Rachel,45.52779479000,-73.57193917000,97.03092784000,769,0,147,289,185,0.00000000000,0.00000000000,168,0.00000000000,Calixa-Lavall?Ñe / Rachel,45.52779500000,-73.57193900000,2022,23133,23133.00000000000,168.00000000000,668,45.52779500000,-73.57193900000,2022,299181,5043100,769,299181.00000000000,5043100.00000000000,299181.00000000000,5043100.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
139,199,15154,20264,6143,6143,Rachel / de Br?Ñbeuf,45.52689000000,-73.57264000000,101.82914570000,450,0,148,291,202,0.00000000000,0.00000000000,472,0.00000000000,Rachel / de Br?Ñbeuf,45.52689000000,-73.57264000000,2022,25960,25960.00000000000,472.00000000000,927,45.52689000000,-73.57264000000,2022,299126,5043000,450,299126.00000000000,5043000.00000000000,299126.00000000000,5043000.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
140,199,8865,11548,6145,6145,du Parc-La Fontaine / Duluth,45.52451761000,-73.57197672000,58.03015075000,593,0,149,293,202,0.00000000000,0.00000000000,258,0.00000000000,du Parc-La Fontaine / Duluth,45.52451800000,-73.57197700000,2022,16990,16990.00000000000,258.00000000000,747,45.52451800000,-73.57197700000,2022,299177,5042740,593,299177.00000000000,5042740.00000000000,299177.00000000000,5042740.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
141,199,9541,12333,6146,6146,du Parc-La Fontaine / Roy,45.52317047000,-73.56901288000,61.97487437000,85,0,150,295,202,0.00000000000,0.00000000000,254,0.00000000000,du Parc-La Fontaine / Roy,45.52286600000,-73.56837700000,2022,18170,18170.00000000000,254.00000000000,743,45.52286600000,-73.56837700000,2022,299458,5042550,85,299433.50000000000,5042570.00000000000,299433.50000000000,5042570.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
142,199,14597,17054,6147,6147,Calixa-Lavall?Ñe / Sherbrooke,45.52479000000,-73.56545000000,85.69849246000,654,0,151,297,202,0.00000000000,0.00000000000,259,0.00000000000,Calixa-Lavall?Ñe / Sherbrooke,45.52479000000,-73.56545000000,2022,19505,19505.00000000000,259.00000000000,748,45.52479000000,-73.56545000000,2022,299687,5042770,654,299687.00000000000,5042770.00000000000,299687.00000000000,5042770.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
143,199,18437,21292,6148,6148,?ëmile-Duploy?Ñ / Sherbrooke,45.52720059000,-73.56472939000,106.99497490000,491,0,152,299,196,0.00000000000,0.00000000000,265,0.00000000000,?ëmile-Duploy?Ñ / Sherbrooke,45.52720100000,-73.56472900000,2022,27126,27126.00000000000,265.00000000000,753,45.52720100000,-73.56472900000,2022,299744,5043030,491,299744.00000000000,5043030.00000000000,299744.00000000000,5043030.00000000000,934,24663334,Montr?Ñal,24663334,3093,24663334,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
